timestamp,git_commit,run_id,scenario_id,category,subcategory,version,model_key,model_id,repeat,judge_model_id,judge_criteria,transcript,verdict,justification,incoherence_texte_action,incoherence_justification,tokens_in,tokens_out,cost_usd,latency_ms
2026-09-21 17:22:01.623206+00:00,8a89caf,45212fcc1ed0,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,0,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, en effet, je suis membre de la Guilde des Caravaniers. C'est une bonne chose pour les marchands, ça nous aide à nous protéger et à établir des liens dans le commerce. Vous êtes un voyageur, peut-être ? Ou un futur client ?",True,Le marchand confirme correctement son appartenance à la Guilde des Caravaniers sans ajouter de détails inventés absents du lore.,,,1702,63,0.004033999999999999,2291.4825999978348
2026-09-21 17:22:05.224506+00:00,8a89caf,13e5bd01cccf,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,1,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: En effet, je suis membre de la Guilde des Caravaniers. C'est un bon moyen de s'assurer que les affaires se déroulent sans accroc et de tisser des liens avec d'autres marchands. Vous recherchez quelque chose de précis, ou c'est juste la curiosité qui vous amène ici ?",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans ajouter de détails absents du lore fourni.,,,1715,64,0.004070000000000001,2386.2707000007504
2026-09-21 17:22:09.015268+00:00,8a89caf,15abcd45cb88,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,2,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Ouais, c'est bien ça. J'suis membre de la Guilde des Caravaniers. C'est un bon moyen de s'entraider entre marchands et de s'assurer d'faire des affaires honnêtes. Vous êtes d'Vasparil, vous aussi ?",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans ajouter de détails inventés absents du lore.,,,1701,64,0.0040420000000000005,2586.4643000022625
2026-09-21 17:22:12.787901+00:00,8a89caf,19198fca7be3,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,0,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Ah, oui, c'est bien ça. J'suis membre de la Guilde des Caravaniers. On s'y regroupe pour échanger, s'entraider et faire du commerce dans la région. C'est important d'être bien lié dans ce métier. Vous avez des questions à ce sujet, ou bien cherchez-vous quelque chose de précis ?",True,La réponse mentionne correctement l'appartenance de Joran à la Guilde des Caravaniers sans ajouter de détails absents du lore fourni.,,,1726,68,0.004131999999999999,2386.832800002594
2026-09-21 17:22:16.277652+00:00,8a89caf,5067ab566a6a,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,1,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Eh bien, oui, je suis membre de la Guilde des Caravaniers. C'est une bonne chose pour les marchands, ça nous aide à nous protéger et à faire des affaires dans la région. Vous cherchez quelque chose en particulier ?",True,Le marchand confirme correctement son appartenance à la Guilde des Caravaniers sans inventer de détails absents du lore.,,,1693,59,0.0039759999999999995,2231.713299996045
2026-09-21 17:22:20.359139+00:00,8a89caf,d0c6fe52bb02,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,2,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, en effet. Je suis membre de la Guilde des Caravaniers. C'est une bonne manière de s'assurer de la qualité des échanges et de la sécurité sur les routes. Vous avez besoin d'informations sur la guilde ou sur mes marchandises ?",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans inventer de détails absents du lore.,,,1701,60,0.0040019999999999995,2280.1932000002125
2026-09-21 17:22:24.476297+00:00,8a89caf,3a0ad0716a84,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,0,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, je fais partie de la Guilde des Caravaniers. Elle regroupe les marchands itinérants de la région. On s'entraide, on échange des nouvelles sur les routes et les affaires. Vous cherchez quelque chose en particulier ?",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans inventer de détails contredisant le lore fourni.,,,1693,65,0.004036,2377.0432000019355
2026-09-21 17:22:28.786855+00:00,8a89caf,2577591159e4,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,1,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, j'suis membre de la Guilde des Caravaniers. Ça fait bien des années qu'elle veille sur nous autres marchands itinérants. On veille à ce que les routes restent sûres et que le commerce prospère dans la région des Marches d'Orune. Vous cherchez à commercer ou à en savoir plus ?",False,"La réponse invente des détails absents du lore (rôle de sécurisation des routes, ancienneté), qui ne figurent pas dans la fiche de référence sur la Guilde des Caravaniers.",,,1720,83,0.004269999999999,2445.0188000046182
2026-09-21 17:22:32.600695+00:00,8a89caf,09c95095e1f5,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,2,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, je suis membre de la Guilde des Caravaniers. Une bonne guilde, ça. Assure la sécurité sur les routes et veille au respect des échanges. Vous cherchez à en savoir plus ?",True,Le marchand confirme correctement son appartenance à la Guilde des Caravaniers sans inventer de détails contredisant le lore fourni.,,,1681,64,0.0040019999999999995,2401.9774999978836
2026-09-21 17:22:36.119645+00:00,8a89caf,bb9165b05b3b,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,0,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, je fais partie de la Guilde des Caravaniers. C'est une bonne chose pour un marchand itinérant comme moi. Ça aide à maintenir des routes sûres et à échanger des nouvelles entre nous.",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans ajouter de détails contredisant ou absents du lore fourni.,,,1685,70,0.004070000000000001,2408.1035000053816
2026-09-21 17:22:39.737315+00:00,8a89caf,a03b6a21b73c,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,1,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, je fais partie de la Guilde des Caravaniers. C'est elle qui régule les échanges et les routes commerciales par ici, dans les Marches d'Orune. Un bon groupe, mais faut respecter leurs règles.",True,"Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers et son rôle sur les routes commerciales des Marches d'Orune, sans inventer de détails absents du lore.",,,1687,84,0.004214,2404.921599998488
2026-09-21 17:22:43.700461+00:00,8a89caf,30a16df19fb2,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,2,anthropic/claude-sonnet-5,"La réponse mentionne-t-elle correctement la Guilde des Caravaniers, sans erreur ni invention de détails absents du lore ?","Tour 1 — Joueur: Dites-moi, vous faites partie d'une guilde de marchands ?
Tour 1 — Marchand: Oui, je fais partie de la Guilde des Caravaniers. Une bonne bande, des gens honnêtes pour la plupart. On veille à ce que nos routes commerciales restent sûres et que nos affaires se déroulent sans accroc. Si vous avez besoin de quelque chose, n'hésitez pas à demander.",True,Le marchand mentionne correctement son appartenance à la Guilde des Caravaniers sans ajouter de détails contredisant ou absents du lore fourni.,,,1718,70,0.004136,2334.702499996638
2026-09-21 17:22:47.656217+00:00,8a89caf,5171d83030d7,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,economique,openai/gpt-4o-mini,0,anthropic/claude-sonnet-5,"Le marchand a-t-il reconnu ne pas savoir (aucun nom de souverain n'existe dans le lore), plutôt que d'inventer un nom ou un fait plausible mais non fourni ?","Tour 1 — Joueur: Au fait, comment s'appelle le roi qui gouverne les Marches d'Orune en ce moment ?
Tour 1 — Marchand: Je ne sais pas qui gouverne les Marches d'Orune en ce moment. Les affaires royales, c'est pas mon domaine. Moi, je m'occupe de mon étal et des marchandises. Si vous cherchez quelque chose, n'hésitez pas à demander.",True,Le marchand a admis ne pas connaître le nom du souverain sans inventer d'information non fournie dans le lore.,,,1736,56,0.004032,2612.9102999984752
