timestamp,git_commit,run_id,scenario_id,category,subcategory,version,model_key,model_id,repeat,code_verified_success,n_turns,n_actions_executed,n_validation_rejected,verdict,incoherence_texte_action,final_success
2026-09-21 17:21:59.331155+00:00,8a89caf,45212fcc1ed0,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:22:02.837533+00:00,8a89caf,13e5bd01cccf,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:22:06.428251+00:00,8a89caf,15abcd45cb88,coherence_001_lore_connu_guilde,coherence,lore_connu,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:22:10.400417+00:00,8a89caf,19198fca7be3,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:22:14.045160+00:00,8a89caf,5067ab566a6a,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:22:18.078196+00:00,8a89caf,d0c6fe52bb02,coherence_001_lore_connu_guilde,coherence,lore_connu,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:22:22.098890+00:00,8a89caf,3a0ad0716a84,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:22:26.341323+00:00,8a89caf,2577591159e4,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,1,,1,0,0,False,,False
2026-09-21 17:22:30.198276+00:00,8a89caf,09c95095e1f5,coherence_001_lore_connu_guilde,coherence,lore_connu,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:22:33.711009+00:00,8a89caf,bb9165b05b3b,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:22:37.331806+00:00,8a89caf,a03b6a21b73c,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:22:41.365189+00:00,8a89caf,30a16df19fb2,coherence_001_lore_connu_guilde,coherence,lore_connu,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:22:45.042705+00:00,8a89caf,5171d83030d7,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:22:49.263437+00:00,8a89caf,de243edbb5be,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:22:52.754381+00:00,8a89caf,73eca6a5265c,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:22:56.299091+00:00,8a89caf,7599585dceb4,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:23:00.144676+00:00,8a89caf,6bc00f0dcdb6,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:23:04.554849+00:00,8a89caf,6f8929c73e2d,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:23:07.848082+00:00,8a89caf,0a10af313ef7,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:23:12.426753+00:00,8a89caf,1424e040206a,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:23:16.114660+00:00,8a89caf,c5f8c3393828,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:23:19.581143+00:00,8a89caf,9ed6989d1626,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:23:23.163209+00:00,8a89caf,c4787ffa90d1,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:23:26.628734+00:00,8a89caf,e6d44f4566b6,coherence_002_lore_inconnu_roi,coherence,lore_inconnu,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:23:30.369174+00:00,8a89caf,38077d4db3db,coherence_003_objet_absent_arc,coherence,objet_absent,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:23:33.799627+00:00,8a89caf,c4756c7fadc6,coherence_003_objet_absent_arc,coherence,objet_absent,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:23:37.823746+00:00,8a89caf,a858e55594f3,coherence_003_objet_absent_arc,coherence,objet_absent,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:23:41.715965+00:00,8a89caf,d98abc332394,coherence_003_objet_absent_arc,coherence,objet_absent,B,economique,openai/gpt-4o-mini,0,1.0,1,0,0,True,,1.0
2026-09-21 17:23:45.386378+00:00,8a89caf,6d527ef50c7b,coherence_003_objet_absent_arc,coherence,objet_absent,B,economique,openai/gpt-4o-mini,1,1.0,1,0,0,True,,1.0
2026-09-21 17:23:48.912714+00:00,8a89caf,00a075305721,coherence_003_objet_absent_arc,coherence,objet_absent,B,economique,openai/gpt-4o-mini,2,1.0,1,0,0,True,,1.0
2026-09-21 17:23:52.206322+00:00,8a89caf,82fc9420ea37,coherence_003_objet_absent_arc,coherence,objet_absent,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:23:55.568115+00:00,8a89caf,563392a5016d,coherence_003_objet_absent_arc,coherence,objet_absent,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:23:59.150207+00:00,8a89caf,90d0c65c1de7,coherence_003_objet_absent_arc,coherence,objet_absent,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:24:02.686993+00:00,8a89caf,223109bd5a2c,coherence_003_objet_absent_arc,coherence,objet_absent,B,performant,openai/gpt-4o,0,1.0,1,1,0,True,0.0,1.0
2026-09-21 17:24:08.283151+00:00,8a89caf,d2d695dc89cb,coherence_003_objet_absent_arc,coherence,objet_absent,B,performant,openai/gpt-4o,1,1.0,1,1,0,False,0.0,1.0
2026-09-21 17:24:14.154000+00:00,8a89caf,fcc01e777fe5,coherence_003_objet_absent_arc,coherence,objet_absent,B,performant,openai/gpt-4o,2,1.0,1,1,0,False,0.0,1.0
2026-09-21 17:24:37.065747+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,economique,openai/gpt-4o-mini,0,,12,0,0,True,,True
2026-09-21 17:24:56.428923+00:00,8a89caf,10c28966f9c6,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,economique,openai/gpt-4o-mini,1,,12,0,0,True,,True
2026-09-21 17:25:15.301335+00:00,8a89caf,70be3ced940c,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,economique,openai/gpt-4o-mini,2,,12,0,0,True,,True
2026-09-21 17:25:35.166757+00:00,8a89caf,52538df48a4b,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,B,economique,openai/gpt-4o-mini,0,,12,1,0,True,0.0,True
2026-09-21 17:25:57.084560+00:00,8a89caf,2d48e7aef1f8,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,B,economique,openai/gpt-4o-mini,1,,12,1,0,True,0.0,True
2026-09-21 17:26:19.489028+00:00,8a89caf,af95286f23f6,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,B,economique,openai/gpt-4o-mini,2,,12,1,0,True,0.0,True
2026-09-21 17:26:41.584623+00:00,8a89caf,7ebd3eeeecf0,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,performant,openai/gpt-4o,0,,12,0,0,True,,True
2026-09-21 17:27:16.239588+00:00,8a89caf,ff093d203fd2,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,performant,openai/gpt-4o,1,,12,0,0,False,,False
2026-09-21 17:27:35.012373+00:00,8a89caf,486d61f5e616,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,A,performant,openai/gpt-4o,2,,12,0,0,True,,True
2026-09-21 17:28:18.929882+00:00,8a89caf,f37fac501155,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,B,performant,openai/gpt-4o,1,,12,1,0,True,0.0,True
2026-09-21 17:29:13.146576+00:00,8a89caf,ca5d0e039d5d,coherence_004_memoire_longue,coherence,memoire_hors_fenetre,B,performant,openai/gpt-4o,2,,12,1,0,True,0.0,True
2026-09-21 17:29:21.873371+00:00,8a89caf,0d1459a775e3,coherence_005_prix_stable,coherence,coherence_prix,A,economique,openai/gpt-4o-mini,0,,3,0,0,True,,True
2026-09-21 17:29:31.053682+00:00,8a89caf,6afa963e27f7,coherence_005_prix_stable,coherence,coherence_prix,A,economique,openai/gpt-4o-mini,1,,3,0,0,True,,True
2026-09-21 17:29:38.020426+00:00,8a89caf,c9c2c66507b4,coherence_005_prix_stable,coherence,coherence_prix,A,economique,openai/gpt-4o-mini,2,,3,0,0,True,,True
2026-09-21 17:29:44.529690+00:00,8a89caf,56001ef48f66,coherence_005_prix_stable,coherence,coherence_prix,B,economique,openai/gpt-4o-mini,0,,3,0,0,True,,True
2026-09-21 17:29:50.843859+00:00,8a89caf,b84a8d52e0bb,coherence_005_prix_stable,coherence,coherence_prix,B,economique,openai/gpt-4o-mini,1,,3,0,0,True,,True
2026-09-21 17:29:56.586246+00:00,8a89caf,65034bfa1281,coherence_005_prix_stable,coherence,coherence_prix,B,economique,openai/gpt-4o-mini,2,,3,0,0,True,,True
2026-09-21 17:30:02.876313+00:00,8a89caf,9ebc90064cd0,coherence_005_prix_stable,coherence,coherence_prix,A,performant,openai/gpt-4o,0,,3,0,0,True,,True
2026-09-21 17:30:08.275459+00:00,8a89caf,7d298c2926a1,coherence_005_prix_stable,coherence,coherence_prix,A,performant,openai/gpt-4o,1,,3,0,0,True,,True
2026-09-21 17:30:14.309527+00:00,8a89caf,8a49754fa913,coherence_005_prix_stable,coherence,coherence_prix,A,performant,openai/gpt-4o,2,,3,0,0,True,,True
2026-09-21 17:30:19.617861+00:00,8a89caf,13949e59f4d4,coherence_005_prix_stable,coherence,coherence_prix,B,performant,openai/gpt-4o,0,,3,0,0,True,,True
2026-09-21 17:30:25.406447+00:00,8a89caf,98984adc658b,coherence_005_prix_stable,coherence,coherence_prix,B,performant,openai/gpt-4o,1,,3,0,0,True,,True
2026-09-21 17:30:31.481636+00:00,8a89caf,ac76ae9ad7e9,coherence_005_prix_stable,coherence,coherence_prix,B,performant,openai/gpt-4o,2,,3,0,0,True,,True
2026-09-21 17:30:35.098191+00:00,8a89caf,9260519d6bb5,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:30:40.102034+00:00,8a89caf,a9a9d737cc33,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:30:44.140692+00:00,8a89caf,5d0544fd916f,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:30:48.295732+00:00,8a89caf,c1f0e778ad72,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,0,,1,0,0,True,,True
2026-09-21 17:30:52.458133+00:00,8a89caf,78fde6af42bc,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,1,,1,0,0,True,,True
2026-09-21 17:30:56.410939+00:00,8a89caf,0bb0530b2eff,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,economique,openai/gpt-4o-mini,2,,1,0,0,True,,True
2026-09-21 17:31:00.661382+00:00,8a89caf,f95723bc6f3b,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:31:04.805211+00:00,8a89caf,d03922390a4f,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:31:08.560925+00:00,8a89caf,6d08e87417d5,coherence_006_hors_univers_smartphone,coherence,hors_univers,A,performant,openai/gpt-4o,2,,1,0,0,True,,True
2026-09-21 17:31:13.143959+00:00,8a89caf,30ee23d5a8fe,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,performant,openai/gpt-4o,0,,1,0,0,True,,True
2026-09-21 17:31:17.067018+00:00,8a89caf,ed4180972b5d,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,performant,openai/gpt-4o,1,,1,0,0,True,,True
2026-09-21 17:31:21.477876+00:00,8a89caf,051eb5d0295a,coherence_006_hors_univers_smartphone,coherence,hors_univers,B,performant,openai/gpt-4o,2,,1,0,0,True,,True
