timestamp,git_commit,run_id,scenario_id,version,model_key,model_id,temperature,turn,repeat,tokens_in,tokens_out,cost_usd,latency_ms,ttft_ms,retries,tool_calls,validation_result
2026-09-21 17:21:59.307599+00:00,8a89caf,45212fcc1ed0,coherence_001_lore_connu_guilde,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,753,57,0.00014715,1612.8000000026077,,0,[],
2026-09-21 17:22:02.833920+00:00,8a89caf,13e5bd01cccf,coherence_001_lore_connu_guilde,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,753,65,0.00015194999999900002,1209.533699999156,,0,[],
2026-09-21 17:22:06.427341+00:00,8a89caf,15abcd45cb88,coherence_001_lore_connu_guilde,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,753,59,0.00014835,1202.164399997855,,0,[],
2026-09-21 17:22:10.399625+00:00,8a89caf,19198fca7be3,coherence_001_lore_connu_guilde,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1082,73,0.00020610000000000002,1383.2650000040303,,0,[],
2026-09-21 17:22:14.043945+00:00,8a89caf,5067ab566a6a,coherence_001_lore_connu_guilde,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,1082,51,0.00019290000000000003,1254.4074000034016,,0,[],
2026-09-21 17:22:18.077235+00:00,8a89caf,d0c6fe52bb02,coherence_001_lore_connu_guilde,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,1082,55,0.0001953,1798.5322999957134,,0,[],
2026-09-21 17:22:22.098301+00:00,8a89caf,3a0ad0716a84,coherence_001_lore_connu_guilde,A,performant,openai/gpt-4o,0.7000000000000001,1,0,753,52,0.0024024999999999997,1738.4956000023521,,0,[],
2026-09-21 17:22:26.340796+00:00,8a89caf,2577591159e4,coherence_001_lore_connu_guilde,A,performant,openai/gpt-4o,0.7000000000000001,1,1,753,70,0.002582499999999,1863.643900003808,,0,[],
2026-09-21 17:22:30.197610+00:00,8a89caf,09c95095e1f5,coherence_001_lore_connu_guilde,A,performant,openai/gpt-4o,0.7000000000000001,1,2,753,43,0.0023125000000000003,1409.1697000039858,,0,[],
2026-09-21 17:22:33.710214+00:00,8a89caf,bb9165b05b3b,coherence_001_lore_connu_guilde,B,performant,openai/gpt-4o,0.7000000000000001,1,0,1082,46,0.003165,1108.8933999999426,,0,[],
2026-09-21 17:22:37.330986+00:00,8a89caf,a03b6a21b73c,coherence_001_lore_connu_guilde,B,performant,openai/gpt-4o,0.7000000000000001,1,1,1082,49,0.003195,1210.4456999950344,,0,[],
2026-09-21 17:22:41.364310+00:00,8a89caf,30a16df19fb2,coherence_001_lore_connu_guilde,B,performant,openai/gpt-4o,0.7000000000000001,1,2,1082,64,0.003345,1626.003799996397,,0,[],
2026-09-21 17:22:45.041867+00:00,8a89caf,5171d83030d7,coherence_002_lore_inconnu_roi,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,759,55,0.00014685000000000002,1340.7598000048893,,0,[],
2026-09-21 17:22:49.262656+00:00,8a89caf,de243edbb5be,coherence_002_lore_inconnu_roi,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,759,62,0.00015105,1605.5565999995451,,0,[],
2026-09-21 17:22:52.753308+00:00,8a89caf,73eca6a5265c,coherence_002_lore_inconnu_roi,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,759,54,0.00014625,1185.967500001425,,0,[],
2026-09-21 17:22:56.298435+00:00,8a89caf,7599585dceb4,coherence_002_lore_inconnu_roi,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1088,66,0.0002028,1290.936099998362,,0,[],
2026-09-21 17:23:00.143273+00:00,8a89caf,6bc00f0dcdb6,coherence_002_lore_inconnu_roi,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,1088,59,0.00019859999999900002,1310.0364999991143,,0,[],
2026-09-21 17:23:04.554192+00:00,8a89caf,6f8929c73e2d,coherence_002_lore_inconnu_roi,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,1088,54,0.00019559999999900002,1841.6505999994115,,0,[],
2026-09-21 17:23:07.846732+00:00,8a89caf,0a10af313ef7,coherence_002_lore_inconnu_roi,A,performant,openai/gpt-4o,0.7000000000000001,1,0,759,58,0.0024775,1094.9097999982769,,0,[],
2026-09-21 17:23:12.426200+00:00,8a89caf,1424e040206a,coherence_002_lore_inconnu_roi,A,performant,openai/gpt-4o,0.7000000000000001,1,1,759,37,0.0022675,1923.1613999945694,,0,[],
2026-09-21 17:23:16.112887+00:00,8a89caf,c5f8c3393828,coherence_002_lore_inconnu_roi,A,performant,openai/gpt-4o,0.7000000000000001,1,2,759,46,0.0023575000000000002,1293.7672000043676,,0,[],
2026-09-21 17:23:19.580467+00:00,8a89caf,9ed6989d1626,coherence_002_lore_inconnu_roi,B,performant,openai/gpt-4o,0.7000000000000001,1,0,1088,34,0.0030600000000000002,1144.3164000011166,,0,[],
2026-09-21 17:23:23.162425+00:00,8a89caf,c4787ffa90d1,coherence_002_lore_inconnu_roi,B,performant,openai/gpt-4o,0.7000000000000001,1,1,1088,37,0.0030900000000000003,1371.1344999974244,,0,[],
2026-09-21 17:23:26.628167+00:00,8a89caf,e6d44f4566b6,coherence_002_lore_inconnu_roi,B,performant,openai/gpt-4o,0.7000000000000001,1,2,1088,44,0.00316,1106.33450000023,,0,[],
2026-09-21 17:23:30.368595+00:00,8a89caf,38077d4db3db,coherence_003_objet_absent_arc,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,748,63,0.00015000000000000001,1335.9007999970345,,0,[],
2026-09-21 17:23:33.799031+00:00,8a89caf,c4756c7fadc6,coherence_003_objet_absent_arc,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,748,52,0.0001434,1143.107100004272,,0,[],
2026-09-21 17:23:37.823166+00:00,8a89caf,a858e55594f3,coherence_003_objet_absent_arc,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,748,57,0.00014639999999900002,1499.8664000013378,,0,[],
2026-09-21 17:23:41.715290+00:00,8a89caf,d98abc332394,coherence_003_objet_absent_arc,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1077,62,0.00019875,1247.2696000040742,,0,[],
2026-09-21 17:23:45.385844+00:00,8a89caf,6d527ef50c7b,coherence_003_objet_absent_arc,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,1077,48,0.00019035,1324.695100003737,,0,[],
2026-09-21 17:23:48.912192+00:00,8a89caf,00a075305721,coherence_003_objet_absent_arc,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,2,1077,54,0.00019395,1206.8519999957061,,0,[],
2026-09-21 17:23:52.205819+00:00,8a89caf,82fc9420ea37,coherence_003_objet_absent_arc,A,performant,openai/gpt-4o,0.7000000000000001,1,0,748,36,0.002229999999999,1016.3663000057568,,0,[],
2026-09-21 17:23:55.567592+00:00,8a89caf,563392a5016d,coherence_003_objet_absent_arc,A,performant,openai/gpt-4o,0.7000000000000001,1,1,748,39,0.0022600000000000003,1187.8221000006306,,0,[],
2026-09-21 17:23:59.148890+00:00,8a89caf,90d0c65c1de7,coherence_003_objet_absent_arc,A,performant,openai/gpt-4o,0.7000000000000001,1,2,748,51,0.00238,1289.9498000042513,,0,[],
2026-09-21 17:24:02.686269+00:00,8a89caf,223109bd5a2c,coherence_003_objet_absent_arc,B,performant,openai/gpt-4o,0.7000000000000001,1,0,1077,27,0.0029625,1090.7125000012456,,0,[],"{'action_type': 'refuser', 'ok': True, 'reason': None}"
2026-09-21 17:24:08.282699+00:00,8a89caf,d2d695dc89cb,coherence_003_objet_absent_arc,B,performant,openai/gpt-4o,0.7000000000000001,1,1,1077,25,0.0029425,886.9402999989688,,0,[],"{'action_type': 'refuser', 'ok': True, 'reason': None}"
2026-09-21 17:24:14.153476+00:00,8a89caf,fcc01e777fe5,coherence_003_objet_absent_arc,B,performant,openai/gpt-4o,0.7000000000000001,1,2,1077,38,0.0030724999999999997,1217.8960000019288,,0,[],"{'action_type': 'refuser', 'ok': True, 'reason': None}"
2026-09-21 17:24:21.047859+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,757,52,0.00014475,1192.9444999987027,,0,[],
2026-09-21 17:24:22.329937+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,2,0,831,53,0.00015644999999900002,1281.4053999973112,,0,[],
2026-09-21 17:24:23.547339+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,3,0,905,56,0.00016935,1216.8218999941018,,0,[],
2026-09-21 17:24:24.680001+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,4,0,986,55,0.00018089999999999998,1132.1782000013627,,0,[],
2026-09-21 17:24:26.021473+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,5,0,1055,59,0.00019365,1340.9079000048223,,0,[],
2026-09-21 17:24:27.625304+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,6,0,1141,80,0.00021915000000000001,1603.2473999948706,,0,[],
2026-09-21 17:24:29.049170+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,7,0,1241,78,0.000232949999999,1423.285199998645,,0,[],
2026-09-21 17:24:30.709613+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,8,0,1342,84,0.0002517,1659.9132000046666,,0,[],
2026-09-21 17:24:32.515238+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,9,0,1450,65,0.00025649999999900004,1804.804300001706,,0,[],
2026-09-21 17:24:34.413998+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,10,0,1540,77,0.000277199999999,1898.208300000988,,0,[],
2026-09-21 17:24:35.833076+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,11,0,1636,69,0.0002868,1418.4794999964652,,0,[],
2026-09-21 17:24:37.064025+00:00,8a89caf,d4c32c6b2e36,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,12,0,1730,56,0.000293099999999,1229.7388000006322,,0,[],
2026-09-21 17:24:41.042259+00:00,8a89caf,10c28966f9c6,coherence_004_memoire_longue,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,1,757,49,0.00014294999999900002,1110.5572000014945,,0,[],
