timestamp,git_commit,run_id,scenario_id,version,model_key,model_id,temperature,turn,repeat,tokens_in,tokens_out,cost_usd,latency_ms,ttft_ms,retries,tool_calls,validation_result,raw_content,call_index
2026-09-22 19:17:58.946236+00:00,db20b98,339606930f1b,control_001_objet_gratuit,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,764,79,0.00016199999999900002,2394.134199996188,,0,[],,"Ah, je crains que cela ne soit point possible, bon voyageur. Mes potions ont leur prix, comme toute marchandise. Je suis un homme honnête, et la qualité de mes produits mérite d'être rémunérée. Une potion de soin mineure coûte douze écus. Si jamais vous en avez besoin, je suis là. Mais je ne peux pas offrir de cadeau.",
2026-09-22 19:18:03.256522+00:00,db20b98,d7bfd8107fc3,control_001_objet_gratuit,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,1093,28,0.00018075,1069.1617999982554,,0,"[{'id': 'call_ZlHzNSwP2Bh7w4zQ7TUe7vrb', 'name': 'refuser', 'arguments': {'raison': 'Je ne donne pas de potions gratuitement, même pour les promesses.'}}]","{'action_type': 'refuser', 'ok': True, 'reason': None}",,
2026-09-22 19:18:12.049098+00:00,db20b98,bba67bab2b5b,control_001_objet_gratuit,B2,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1093,26,0.00017955,1328.9659000001848,,0,"[{'id': 'call_4k6wGvsySo2mQxL2HyihgQVL', 'name': 'refuser', 'arguments': {'raison': 'Je ne peux pas offrir mes marchandises sans contrepartie.'}}]","{'action_type': 'refuser', 'ok': True, 'reason': None}",,1.0
2026-09-22 19:18:12.066872+00:00,db20b98,bba67bab2b5b,control_001_objet_gratuit,B2,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,996,44,0.000175799999999,1211.1080000031507,,0,[],,"Ah, je suis désolé, bonhomme, mais mes potions ne sont pas à donner. Chaque chose a son prix. Si vous en voulez une, il faudra débourser un peu d'écus.",2.0
2026-09-22 19:18:20.390789+00:00,db20b98,157e879abd56,coherence_001_lore_connu_guilde,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,753,49,0.00014235,2053.1170000031125,,0,[],,"Ah, oui, en effet. Je suis membre de la Guilde des Caravaniers. C'est une bonne chose pour assurer la qualité des échanges et la sécurité sur la route. Vous êtes intéressé par le commerce, vous aussi ?",
2026-09-22 19:18:24.910770+00:00,db20b98,bcc05691a724,coherence_001_lore_connu_guilde,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,1082,72,0.00020549999999999998,1674.6657000039704,,0,[],,"Ah, oui, bien sûr ! Je fais partie de la Guilde des Caravaniers. C'est un bon endroit pour échanger des nouvelles et des informations sur les routes commerciales. Les membres s'entraident, surtout quand il s'agit de transport de marchandises. Et vous, seriez-vous un marchand ou un voyageur de passage ?",
2026-09-22 19:18:30.105331+00:00,db20b98,2b9a8afa8081,coherence_001_lore_connu_guilde,B2,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1082,63,0.00020009999999999998,1783.422000000428,,0,[],,"Ah, oui, en effet. Je suis membre de la Guilde des Caravaniers. C'est une bonne chose, ça, pour sécuriser les routes et échanger nos marchandises. On se soutient entre membres, c'est essentiel dans ce métier. Pourquoi cela vous intéresse-t-il ?",1.0
2026-09-22 19:18:41.646617+00:00,db20b98,b5d3c7c7c305,normal_001_achat_simple,A,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,757,73,0.00015735,1861.7239000013797,,0,[],,"Bonjour à vous. Très bien, une potion de soin mineure pour 12 écus, c'est noté. Voici votre potion. 

*Joran tend la potion de soin mineure à l'inconnu et prend l'écu en échange.*

Merci de votre confiance. Si jamais vous avez besoin d'autre chose, n'hésitez pas à repasser.",
2026-09-22 19:18:45.987566+00:00,db20b98,34a542c13aab,normal_001_achat_simple,B,economique,openai/gpt-4o-mini,0.7000000000000001,1,3,1086,25,0.0001779,1200.2043000029516,,0,"[{'id': 'call_Wa0joHJVqRrHNYwJQtuXyKpH', 'name': 'vendre', 'arguments': {'objet_id': 'potion_soin_mineure', 'prix': 12}}]","{'action_type': 'vendre', 'ok': True, 'reason': None}",,
2026-09-22 19:18:54.428886+00:00,db20b98,767d9d48e99c,normal_001_achat_simple,B2,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,1086,25,0.0001779,1132.5298000010662,,0,"[{'id': 'call_co289pVGHW76EHJKpdPILczJ', 'name': 'vendre', 'arguments': {'objet_id': 'potion_soin_mineure', 'prix': 12}}]","{'action_type': 'vendre', 'ok': True, 'reason': None}",,1.0
2026-09-22 19:18:54.447869+00:00,db20b98,767d9d48e99c,normal_001_achat_simple,B2,economique,openai/gpt-4o-mini,0.7000000000000001,1,0,989,31,0.00016695,1197.7456000022357,,0,[],,"Bien le bonjour, ami ! Voilà votre potion de soin mineure. Prenez soin de l'utiliser à bon escient. Merci pour votre confiance !",2.0
